Timestamps,Roll_N,Pitch_E,Yaw_U,Latitude,Longitude,Altitude
1679940242.795904,0.81,-1.01,-94.34,12.791056633,80.188331604,9.06
1679940243.129185,0.8100025984353703,-1.010003423125218,-94.30818556511463,12.791056633134815,80.18833160412574,9.059978805677646
1679940243.462292,-2.3270827924763626,-0.9457128556926268,-97.29500212621441,12.791056633317002,80.18833160422393,9.059960418684188
1679940243.795788,-2.327071965958808,-0.94570776923219,-97.2989823986798,12.791056633559801,80.18833160417346,9.059950100587276
1679940244.128879,-2.3270590068361567,-0.9457030682563109,-97.32997321666463,12.791056633756492,80.18833160408103,9.059933255923395
1679940244.462262,-2.3270507512422767,-0.9457000302414607,-97.37268163416566,12.791056633545207,80.18833160416372,9.059948456987211
1679940244.79562,-2.3270495298824456,-0.9457073837034963,-97.40120842810535,12.791056633296032,80.1883316041038,9.059940990605497
1679940245.128776,-2.3270536564072906,-0.9457093487657323,-97.40057277702535,12.791056633074394,80.18833160419152,9.059953878732145
1679940245.462133,-2.3270626791820614,-0.9457082693331843,-97.3876037483662,12.791056632937613,80.18833160432862,9.059974063125141
1679940245.795296,-2.3270773070545614,-0.945712582769354,-97.36995611685265,12.791056632744965,80.18833160443903,9.059990189555776
1679940246.128199,-2.3270860422149804,-0.9457102063018361,-97.36298658958376,12.791056632632065,80.18833160458125,9.060011718639268
1679940246.461404,-2.3270931815644236,-0.9457033251625264,-97.36330304614062,12.791056632594843,80.18833160473702,9.060035278066257
1679940246.794958,-2.32708149631288,-0.945709906610419,-97.3695956867041,12.791056632384109,80.18833160463808,9.060021169450708
1679940247.12791,-2.3270771097557965,-0.9457112371222939,-97.39144637196188,12.791056632144834,80.18833160469978,9.060031769336176
1679940247.461374,-2.327076163378208,-0.945710730773863,-97.41368678015412,12.791056631975085,80.18833160481859,9.060050179209199
1679940247.7947,-2.3270634411601865,-0.9457147792578007,-97.44244325762784,12.79105663171131,80.18833160483025,9.060052374766176
1679940248.127795,-2.327053278574969,-0.945719011019499,-97.45524572610502,12.791056631446848,80.18833160482802,9.060050981540371
1679940248.461178,-2.32705093412439,-0.9457209647348265,-97.45834270516545,12.791056631201581,80.1883316048945,9.060059325455615
1679940248.794424,-2.3270526470805293,-0.9457209730051503,-97.45328281771087,12.791056630998956,80.18833160500331,9.060074022344262
1679940249.127773,-2.3270536023860044,-0.9457201630999597,-97.44906001196772,12.791056630838002,80.1883316051339,9.060092458935882
