Timestamps,Roll_N,Pitch_E,Yaw_U,Latitude,Longitude,Altitude
1679940429.340122,1.63,1.86,31.98,12.79122448,80.189743042,-50.41
1679940429.67325,1.6300093822331434,1.860000789973026,31.99149207734736,12.791224480136261,80.18974304192145,-50.409976378478284
1679940430.673175,1.63001311564832,1.860006742778414,32.020293684607,12.791224480229634,80.18974304196553,-50.410003367490866
1679940431.006094,1.6299989678387925,1.8600069923418607,32.01236041201806,12.791224480133348,80.18974304204002,-50.41002942618319
1679940433.005697,1.6300002164569523,1.8600053750583019,31.91720215797182,12.791224479987912,80.18974304210316,-50.410052922575396
1679940433.338978,1.6300068720936638,1.8600051982168793,31.919753247386023,12.791224479899233,80.18974304217951,-50.4100792486599
1679940434.3389,1.6300011896320137,1.860005817098924,31.915989599354457,12.79122447982121,80.18974304225485,-50.41010601710229
1679940437.005135,1.6299946068899769,1.859997454477462,31.912907387476213,12.791224479675362,80.18974304233087,-50.4101290283083
1679940437.338419,1.630003988154883,1.8599927865559227,31.907239958670072,12.79122447947735,80.1897430424013,-50.41014690819576
1679940437.6718,1.6300128530881506,1.859996462444481,31.90583258016996,12.791224479477446,80.18974304246979,-50.410175240030874
1679940438.671547,1.6300119788555225,1.860001577480706,31.916855870181163,12.791224479435977,80.18974304254351,-50.41020304071447
1679940440.337977,1.6300407223833113,1.8600084673022645,31.846772450586634,12.791224479327083,80.18974304261262,-50.41022866387032
1679940442.337613,1.6300323142406428,1.8600019763206872,31.914628978627245,12.791224479222775,80.18974304269695,-50.41025398246114
1679940443.670785,1.6300510395111942,1.8600064020095066,31.843783737555245,12.791224479112575,80.18974304276593,-50.41027954076578
1679940445.004013,1.6300534508762727,1.8600067415997705,31.86680917318239,12.79122447902927,80.18974304284458,-50.41030600059792
1679940445.337182,1.630052533042638,1.8600132433063645,31.874808240605784,12.791224479092229,80.18974304290418,-50.41033370587268
1679940446.337204,1.630043399831222,1.8600031019751928,31.861091117691217,12.791224478936167,80.18974304297758,-50.41035598556347
1679940446.670394,-1.4964100030233243,2.014306650136993,28.90070488767395,12.791224479165392,80.18974304289542,-50.41034435343679
1679940447.336849,-1.4963976212578376,2.0143128873049108,28.871764780917303,12.791224479111643,80.18974304278524,-50.41037042359467
1679940448.003649,-1.4963954153977927,2.014309139395867,28.890174022577245,12.791224478940897,80.18974304267421,-50.410389288147805
1679940449.336616,-1.496398079766786,2.0143117487164552,28.90397827997802,12.791224478852742,80.18974304256258,-50.41041410629939
1679940450.003164,-1.4963818613056565,2.014309994816682,28.90058693509261,12.79122447861515,80.18974304246672,-50.410421774210775
1679940450.336467,-1.4963797055982113,2.014299985505098,28.895237409011067,12.791224478363828,80.1897430424216,-50.41041396588499
1679940451.336331,-1.4963554603541824,2.0143130851693245,28.81102683459328,12.791224478328086,80.18974304231143,-50.410440408544574
1679940452.336246,-1.4963674977884516,2.0143244244985907,28.86950555956643,12.791224478365466,80.18974304221754,-50.41046755408126
1679940453.336216,-1.496374089811742,2.014334944487697,28.934907557186087,12.791224478411396,80.18974304212962,-50.41049477795731
1679940453.66929,-1.496384027106829,2.014334058467023,28.916970992754017,12.791224478280482,80.1897430420117,-50.410516784600475
1679940454.002697,-1.4963860488914569,2.0143244596517893,28.886369570143767,12.791224478039936,80.18974304191289,-50.4105226751126
1679940455.669021,-1.4963515932257963,2.0143208736065557,28.817434363581516,12.791224477837927,80.1897430417914,-50.41053626035781
1679940456.66895,-1.4963474455643253,2.014327722767874,28.831075240176173,12.791224477823596,80.18974304168731,-50.41056323775019
1679940457.335585,-1.4963457801132816,2.014323291690778,28.803095607969894,12.79122447764985,80.18974304156997,-50.41058130002369
1679940458.335271,1.6044861895090052,2.051727409773146,30.29472286845752,12.791224477724272,80.18974304181836,-50.410589233459284
1679940459.335237,1.6044844918601293,2.0517284172065375,30.300083316630857,12.791224477949111,80.18974304194096,-50.41059711340612
1679940460.335325,1.604467702423307,2.051728293085871,30.327420187478477,12.791224478178513,80.18974304205796,-50.410604364016436
1679940462.668028,1.6045006110944353,2.0517378015936947,30.264784594462384,12.791224478392929,80.18974304219559,-50.41061285138
1679940463.001303,4.539809953862038,2.0233541006139357,30.006387446676456,12.7912244781555,80.18974304222951,-50.41060042166939
1679940463.667945,4.539801022049159,2.0233551826740777,30.020120333262867,12.791224477918503,80.18974304211486,-50.41059647745438
1679940464.667776,4.539806909152909,2.0233438348601713,29.956102569579073,12.791224477778195,80.18974304201669,-50.41057404188995
1679940465.001082,1.4194898882547413,2.0661805030718314,27.726109764891262,12.791224477721883,80.18974304217936,-50.41055151864631
1679940465.334335,-1.714212506100294,2.1040723221511435,25.023395000207586,12.791224477470065,80.18974304223967,-50.41054527184528
1679940466.334152,-1.7142244406759206,2.1040603278302843,25.07302828292213,12.791224477529381,80.18974304210745,-50.41052059784403
1679940467.667339,-1.7141597550814927,2.104030970261166,24.89738733965246,12.791224477789338,80.18974304214008,-50.4105163117365
1679940470.666806,-1.7141632081418363,2.1040201385964963,24.92113833455814,12.7912244778105,80.18974304200835,-50.41049085662186
1679940471.333376,-1.7141626562844778,2.104014825795022,24.945359172838003,12.791224477879641,80.18974304188372,-50.41046602983245
1679940471.666629,-4.807137237790446,2.138141868515713,23.706145165533982,12.791224478045894,80.18974304200536,-50.410484613608325
1679940471.999939,-4.8071388127674295,2.138142238788406,23.701734753470266,12.791224478266692,80.18974304215133,-50.410487801509035
1679940472.66655,-4.807133426752137,2.1381482364202027,23.690485078241238,12.791224478485683,80.1897430422902,-50.41048119089569
1679940472.999856,-1.6734219202599627,2.0663976712499657,20.7512567690453,12.791224478558377,80.18974304223711,-50.410508761463056
1679940474.333037,-1.6734092188176524,2.0664017714974916,20.71726497037813,12.79122447877294,80.18974304211685,-50.410519897092634
1679940474.99953,-1.6734237391925544,2.0663967920513517,20.73129685805415,12.791224478973788,80.18974304198828,-50.41053291507634
