Packet Count, Jetson Time
123,1679939657.332667
124,1679939657.3328085
125,1679939657.3519475
126,1679939657.3520782
127,1679939657.3814342
128,1679939657.3816628
129,1679939657.3817377
130,1679939657.3999736
131,1679939657.4001284
132,1679939657.41993
133,1679939657.4200664
134,1679939657.4422357
135,1679939657.4424772
136,1679939657.4627335
137,1679939657.4628372
138,1679939657.4837184
139,1679939657.4839618
140,1679939657.5024884
141,1679939657.5031989
142,1679939657.5200856
143,1679939657.5201733
144,1679939657.5202937
145,1679939657.542056
146,1679939657.542209
147,1679939657.5614376
148,1679939657.5647905
149,1679939657.5807612
150,1679939657.5808933
151,1679939657.6019645
152,1679939657.602128
153,1679939657.6299255
154,1679939657.6300788
155,1679939657.6302228
156,1679939657.6511705
157,1679939657.6513171
158,1679939657.669625
159,1679939657.6697664
160,1679939657.6912067
161,1679939657.6913536
162,1679939657.71213
163,1679939657.7122808
164,1679939657.731132
165,1679939657.731284
166,1679939657.7540507
167,1679939657.754178
168,1679939657.7835507
169,1679939657.7837007
170,1679939657.783848
171,1679939657.79943
172,1679939657.7995849
173,1679939657.8107953
174,1679939657.8109117
175,1679939657.8308823
176,1679939657.8311243
177,1679939657.8523643
178,1679939657.8525057
179,1679939657.8786345
180,1679939657.87878
181,1679939657.8789625
182,1679939657.907744
183,1679939657.9078424
184,1679939657.920197
185,1679939657.920343
186,1679939657.9404907
187,1679939657.9406245
188,1679939657.96027
189,1679939657.9604144
190,1679939657.9814117
191,1679939657.9815528
192,1679939658.1400292
193,1679939658.2652223
194,1679939658.2048192
195,1679939658.205908
196,1679939658.2075531
197,1679939658.4164915
198,1679939658.4186614
199,1679939658.627348
200,1679939658.6291304
201,1679939658.8202784
202,1679939658.8216276
203,1679939658.108926
204,1679939658.10905
205,1679939658.1091874
206,1679939658.13398
207,1679939658.1341703
208,1679939658.1502044
209,1679939658.1503675
210,1679939658.170653
211,1679939658.1707797
212,1679939658.1903532
213,1679939658.1904829
214,1679939658.2110982
215,1679939658.2112231
216,1679939658.2313735
217,1679939658.2315123
218,1679939658.251193
219,1679939658.2513244
220,1679939658.2514396
221,1679939658.2710328
222,1679939658.2720275
223,1679939658.2902534
224,1679939658.2903745
225,1679939658.3109136
226,1679939658.31105
227,1679939658.3306284
228,1679939658.330755
229,1679939658.3592348
230,1679939658.359488
231,1679939658.359666
232,1679939658.3792574
233,1679939658.3794093
234,1679939658.400264
235,1679939658.4003987
236,1679939658.420315
237,1679939658.420454
238,1679939658.441085
239,1679939658.441218
240,1679939658.460834
241,1679939658.4610083
242,1679939658.480525
243,1679939658.4806511
244,1679939658.5000596
245,1679939658.5002315
246,1679939658.500332
247,1679939658.520304
248,1679939658.520541
249,1679939658.5408192
250,1679939658.5409448
251,1679939658.5603237
252,1679939658.5604534
253,1679939658.5811443
254,1679939658.5813017
255,1679939658.6092408
256,1679939658.6094124
257,1679939658.6095555
258,1679939658.63061
259,1679939658.630752
260,1679939658.6491575
261,1679939658.6493125
262,1679939658.6699831
263,1679939658.670138
264,1679939658.6905878
265,1679939658.6907384
266,1679939658.7103891
267,1679939658.7105467
268,1679939658.7313447
269,1679939658.7314672
270,1679939658.751598
271,1679939658.7518055
272,1679939658.7794025
273,1679939658.779538
274,1679939658.7796457
275,1679939658.7991447
276,1679939658.7993224
277,1679939658.8109784
278,1679939658.811123
279,1679939658.831678
280,1679939658.8318338
281,1679939658.8599014
282,1679939658.86008
283,1679939658.8602145
284,1679939658.879952
285,1679939658.8801286
286,1679939658.8994198
287,1679939658.8995829
288,1679939658.92043
289,1679939658.9205627
290,1679939658.9400244
291,1679939658.9402115
292,1679939658.9609072
293,1679939658.9610655
294,1679939658.9817154
295,1679939658.98187
296,1679939659.229287
297,1679939659.2491145
298,1679939659.2613964
299,1679939659.1972673
300,1679939659.199854
301,1679939659.408759
302,1679939659.4114947
303,1679939659.6165817
304,1679939659.6185553
305,1679939659.8226788
306,1679939659.8241105
307,1679939659.1086648
308,1679939659.108806
309,1679939659.108954
310,1679939659.129558
311,1679939659.1297174
312,1679939659.1498775
313,1679939659.150066
314,1679939659.1699736
315,1679939659.1701057
316,1679939659.190697
317,1679939659.1908395
318,1679939659.2114837
319,1679939659.2117765
320,1679939659.2313411
321,1679939659.231486
322,1679939659.2522402
323,1679939659.2523956
324,1679939659.252512
325,1679939659.27007
326,1679939659.27027
327,1679939659.2904696
328,1679939659.290652
329,1679939659.3121183
330,1679939659.312287
331,1679939659.3315983
332,1679939659.3317287
333,1679939659.3595216
334,1679939659.3596773
335,1679939659.3598216
336,1679939659.3804345
337,1679939659.3807423
338,1679939659.3990653
339,1679939659.3992095
340,1679939659.4200506
341,1679939659.4202328
342,1679939659.440688
343,1679939659.4408553
344,1679939659.4611683
345,1679939659.4613276
346,1679939659.4809513
347,1679939659.4811213
348,1679939659.501411
349,1679939659.5015757
350,1679939659.5016875
351,1679939659.5208006
352,1679939659.5218048
353,1679939659.5428636
354,1679939659.5429952
355,1679939659.561252
356,1679939659.5616138
357,1679939659.5810237
358,1679939659.5811844
359,1679939659.6096344
360,1679939659.6098008
361,1679939659.6099217
362,1679939659.6293244
363,1679939659.6294856
364,1679939659.6499665
365,1679939659.6500857
366,1679939659.6707788
367,1679939659.6709297
368,1679939659.6912808
369,1679939659.6914375
370,1679939659.7106357
371,1679939659.7107975
372,1679939659.7307963
373,1679939659.7311175
374,1679939659.7593987
375,1679939659.759578
376,1679939659.7597103
377,1679939659.7791636
378,1679939659.779302
379,1679939659.7996707
380,1679939659.7998142
381,1679939659.8207226
382,1679939659.8209035
383,1679939659.8313036
384,1679939659.831459
385,1679939659.8587215
386,1679939659.858857
387,1679939659.858982
388,1679939659.8792293
389,1679939659.8793936
390,1679939659.8997445
391,1679939659.900086
392,1679939659.9205077
393,1679939659.920684
394,1679939659.9398336
395,1679939659.940061
396,1679939659.960316
397,1679939659.9605036
398,1679939659.981132
399,1679939659.9812207
400,1679939660.9367025
401,1679939660.993353
402,1679939660.99919
403,1679939660.2044055
404,1679939660.2057738
405,1679939660.4114206
406,1679939660.413328
407,1679939660.6153364
408,1679939660.6170163
409,1679939660.8889966
410,1679939660.8905058
411,1679939660.8919427
412,1679939660.1096096
413,1679939660.109758
414,1679939660.1301522
415,1679939660.1303084
416,1679939660.1508827
417,1679939660.151024
418,1679939660.169844
419,1679939660.1700332
420,1679939660.1902907
421,1679939660.1904335
422,1679939660.2107396
423,1679939660.2108772
424,1679939660.231547
425,1679939660.2316773
426,1679939660.2552693
427,1679939660.2555332
428,1679939660.2556603
429,1679939660.2703269
430,1679939660.2704856
431,1679939660.291062
432,1679939660.291224
433,1679939660.3117652
434,1679939660.3120084
435,1679939660.3390784
436,1679939660.3392072
437,1679939660.3393822
438,1679939660.3599756
439,1679939660.3601594
440,1679939660.3795755
441,1679939660.3797262
442,1679939660.4002557
443,1679939660.40039
444,1679939660.4207692
445,1679939660.42102
446,1679939660.440536
447,1679939660.4406836
448,1679939660.4611063
449,1679939660.46122
450,1679939660.4808435
451,1679939660.4809875
452,1679939660.5017352
453,1679939660.501897
454,1679939660.5020049
455,1679939660.521194
456,1679939660.5213928
457,1679939660.541004
458,1679939660.541186
459,1679939660.5614111
460,1679939660.5615463
461,1679939660.5890872
462,1679939660.589252
463,1679939660.5895112
464,1679939660.6098397
465,1679939660.6099942
466,1679939660.6291842
467,1679939660.6293285
468,1679939660.6505232
469,1679939660.6506407
470,1679939660.6709907
471,1679939660.6711228
472,1679939660.6913495
473,1679939660.6915245
474,1679939660.7103293
475,1679939660.710462
476,1679939660.7327704
477,1679939660.7328825
478,1679939660.7601
479,1679939660.7602978
480,1679939660.7606432
481,1679939660.7812147
482,1679939660.781384
483,1679939660.8001642
484,1679939660.8003583
485,1679939660.8113902
486,1679939660.8115542
487,1679939660.8394709
488,1679939660.8396137
489,1679939660.8397536
490,1679939660.8589268
491,1679939660.8590856
492,1679939660.8791847
493,1679939660.8793705
494,1679939660.9005952
495,1679939660.9007256
496,1679939660.920889
497,1679939660.9210317
498,1679939660.940175
499,1679939660.9404764
500,1679939660.9615517
501,1679939660.9616704
502,1679939660.9823089
503,1679939660.9824777
504,1679939661.469071
505,1679939661.4889913
506,1679939661.5034685
507,1679939661.202438
508,1679939661.204713
509,1679939661.405371
510,1679939661.4067416
511,1679939661.6182058
512,1679939661.6202612
513,1679939661.8892684
514,1679939661.890871
515,1679939661.892124
516,1679939661.1097517
517,1679939661.1101892
518,1679939661.1296427
519,1679939661.129812
520,1679939661.1509764
521,1679939661.1511471
522,1679939661.1701202
523,1679939661.1703932
524,1679939661.1905284
525,1679939661.1906848
526,1679939661.2120173
527,1679939661.2122023
528,1679939661.2362616
529,1679939661.2364168
530,1679939661.2502048
531,1679939661.2503767
532,1679939661.250484
533,1679939661.2709663
534,1679939661.2710867
535,1679939661.2916467
536,1679939661.2918203
537,1679939661.311155
538,1679939661.3113203
539,1679939661.3399253
540,1679939661.3400247
541,1679939661.3401506
542,1679939661.3596385
543,1679939661.3597977
544,1679939661.3802588
545,1679939661.380381
546,1679939661.3997064
547,1679939661.39983
548,1679939661.4202917
549,1679939661.4204512
550,1679939661.440967
551,1679939661.4410903
552,1679939661.4604938
553,1679939661.4606512
554,1679939661.4889667
555,1679939661.4891312
556,1679939661.4892533
557,1679939661.5007148
558,1679939661.5008533
559,1679939661.5213244
560,1679939661.521479
561,1679939661.540759
562,1679939661.5408676
563,1679939661.5612826
564,1679939661.5614264
565,1679939661.589697
566,1679939661.5898647
567,1679939661.5900009
568,1679939661.6105728
569,1679939661.6106975
570,1679939661.63015
571,1679939661.630298
572,1679939661.6497872
573,1679939661.6499352
574,1679939661.6704504
575,1679939661.6705592
576,1679939661.6909986
577,1679939661.6911538
578,1679939661.7106533
579,1679939661.710802
580,1679939661.7397928
581,1679939661.740024
582,1679939661.740144
583,1679939661.7597196
584,1679939661.7599473
585,1679939661.7798488
586,1679939661.7800603
587,1679939661.7931912
588,1679939661.793474
589,1679939661.8111353
590,1679939661.811267
591,1679939661.8384764
592,1679939661.8386135
593,1679939661.838731
594,1679939661.859098
595,1679939661.8592153
596,1679939661.879449
597,1679939661.879634
598,1679939661.900045
599,1679939661.900187
600,1679939661.919944
601,1679939661.9204504
602,1679939661.941033
603,1679939661.9411929
604,1679939661.9617412
605,1679939661.9619255
606,1679939661.9901328
607,1679939661.9902484
608,1679939661.9903584
609,1679939662.9614987
610,1679939662.9723568
611,1679939662.2089255
612,1679939662.2102952
613,1679939662.4120748
614,1679939662.4133327
615,1679939662.6156309
616,1679939662.6171403
617,1679939662.8911157
618,1679939662.8924444
619,1679939662.8936465
620,1679939662.1095688
621,1679939662.1097212
622,1679939662.130294
623,1679939662.130453
624,1679939662.150114
625,1679939662.1502357
626,1679939662.1704009
627,1679939662.170562
628,1679939662.1907232
629,1679939662.1908815
630,1679939662.2120247
631,1679939662.212143
632,1679939662.2388203
633,1679939662.239011
634,1679939662.23914
635,1679939662.2539437
636,1679939662.2541294
637,1679939662.271308
638,1679939662.271495
639,1679939662.2919452
640,1679939662.2920835
641,1679939662.3112705
642,1679939662.3116567
643,1679939662.3389795
644,1679939662.339116
645,1679939662.339241
646,1679939662.3595452
647,1679939662.359721
648,1679939662.3799708
649,1679939662.3801408
650,1679939662.4004965
651,1679939662.4006329
652,1679939662.42091
653,1679939662.421028
654,1679939662.441362
655,1679939662.441473
656,1679939662.4607449
657,1679939662.460912
658,1679939662.488774
659,1679939662.4889362
660,1679939662.4892004
661,1679939662.5050347
662,1679939662.50519
663,1679939662.521132
664,1679939662.5213256
665,1679939662.540418
666,1679939662.5405805
667,1679939662.56961
668,1679939662.5697317
669,1679939662.569837
670,1679939662.590114
671,1679939662.590284
672,1679939662.6092088
673,1679939662.6093428
674,1679939662.6297877
675,1679939662.6299057
676,1679939662.6507952
677,1679939662.6509254
678,1679939662.6712332
679,1679939662.6714
680,1679939662.6905975
681,1679939662.6907508
682,1679939662.7110603
683,1679939662.7112195
684,1679939662.7391644
685,1679939662.7393112
686,1679939662.7394187
687,1679939662.7596436
688,1679939662.7598069
689,1679939662.7797494
690,1679939662.779936
691,1679939662.8001451
692,1679939662.8003235
693,1679939662.8195932
694,1679939662.819728
695,1679939662.8198428
696,1679939662.839111
697,1679939662.839255
698,1679939662.859434
699,1679939662.8595886
700,1679939662.8798876
701,1679939662.880062
702,1679939662.9011872
703,1679939662.901296
704,1679939662.9204297
705,1679939662.9205732
706,1679939662.9407125
707,1679939662.94087
708,1679939662.961412
709,1679939662.9615788
710,1679939662.988422
711,1679939662.9886024
712,1679939662.9887152
713,1679939663.9083147
714,1679939663.9242256
715,1679939663.230713
716,1679939663.232418
717,1679939663.4129305
718,1679939663.4144871
719,1679939663.6932397
720,1679939663.6952505
721,1679939663.696338
722,1679939663.892796
723,1679939663.8943052
724,1679939663.109665
725,1679939663.1098163
726,1679939663.1300082
727,1679939663.1301785
728,1679939663.150492
729,1679939663.1506324
730,1679939663.1711287
731,1679939663.1713977
732,1679939663.1917892
733,1679939663.1920092
734,1679939663.21202
735,1679939663.2121582
736,1679939663.239036
737,1679939663.2391868
738,1679939663.2392926
739,1679939663.256244
740,1679939663.256411
741,1679939663.271176
742,1679939663.2713304
743,1679939663.2918065
744,1679939663.2920227
745,1679939663.3190043
746,1679939663.319162
747,1679939663.3193023
748,1679939663.3397553
749,1679939663.3400762
750,1679939663.360318
751,1679939663.3604505
752,1679939663.379588
753,1679939663.3797643
754,1679939663.4002116
755,1679939663.400384
756,1679939663.4205947
757,1679939663.4207468
758,1679939663.4419796
759,1679939663.4420967
760,1679939663.4690654
761,1679939663.4692357
762,1679939663.469331
763,1679939663.489622
764,1679939663.4897728
765,1679939663.506621
766,1679939663.5068083
767,1679939663.5206118
768,1679939663.5207596
769,1679939663.5413103
770,1679939663.54157
771,1679939663.5696974
772,1679939663.5698462
773,1679939663.569972
774,1679939663.5903945
775,1679939663.5905447
776,1679939663.6096506
777,1679939663.609805
778,1679939663.6299438
779,1679939663.630082
780,1679939663.650663
781,1679939663.6507857
782,1679939663.6717622
783,1679939663.671922
784,1679939663.69129
785,1679939663.691614
786,1679939663.719093
787,1679939663.719252
788,1679939663.719372
789,1679939663.7398047
790,1679939663.7400625
791,1679939663.758828
792,1679939663.758973
793,1679939663.7797043
794,1679939663.779928
795,1679939663.8002095
796,1679939663.8003657
797,1679939663.820459
798,1679939663.8206327
799,1679939663.8207452
800,1679939663.8391733
801,1679939663.839641
802,1679939663.8603692
803,1679939663.8606808
804,1679939663.8808548
805,1679939663.8810012
806,1679939663.9005413
807,1679939663.9007003
808,1679939663.9208212
809,1679939663.920985
810,1679939663.9412544
811,1679939663.9418252
812,1679939663.9695451
813,1679939663.969701
814,1679939663.9698184
815,1679939663.989077
816,1679939663.9893105
817,1679939664.945248
818,1679939664.9603653
819,1679939664.2112775
820,1679939664.2122
821,1679939664.4176424
822,1679939664.4190116
823,1679939664.6875455
824,1679939664.689093
825,1679939664.6901171
826,1679939664.893306
827,1679939664.8947437
828,1679939664.109724
829,1679939664.1098835
830,1679939664.13122
831,1679939664.1313431
832,1679939664.150824
833,1679939664.150983
834,1679939664.171275
835,1679939664.1714368
836,1679939664.1916685
837,1679939664.1918128
838,1679939664.2189777
839,1679939664.2192883
840,1679939664.219421
841,1679939664.2395968
842,1679939664.239768
843,1679939664.2510626
844,1679939664.2511587
845,1679939664.2721577
846,1679939664.272268
847,1679939664.291436
848,1679939664.2915857
849,1679939664.319628
850,1679939664.3197625
851,1679939664.319942
852,1679939664.340216
853,1679939664.3403275
854,1679939664.35942
855,1679939664.35958
856,1679939664.3839903
857,1679939664.3842514
858,1679939664.4003954
859,1679939664.4005313
860,1679939664.4206872
861,1679939664.4208193
862,1679939664.4411054
863,1679939664.4412563
864,1679939664.4693034
865,1679939664.469426
866,1679939664.4695525
867,1679939664.4898891
868,1679939664.4900436
869,1679939664.5013423
870,1679939664.501461
871,1679939664.5206532
872,1679939664.520776
873,1679939664.548698
874,1679939664.548854
875,1679939664.5490792
876,1679939664.569285
877,1679939664.569421
878,1679939664.5897815
879,1679939664.589911
880,1679939664.610044
881,1679939664.610188
882,1679939664.630587
883,1679939664.6307209
884,1679939664.6510632
885,1679939664.6511877
886,1679939664.6706357
887,1679939664.6707869
888,1679939664.6913288
889,1679939664.6914864
890,1679939664.7198331
891,1679939664.7201269
892,1679939664.7203584
893,1679939664.7396948
894,1679939664.7399786
895,1679939664.7621803
896,1679939664.7623563
897,1679939664.774864
898,1679939664.7750297
899,1679939664.7996616
900,1679939664.7998235
901,1679939664.800027
902,1679939664.8184893
903,1679939664.8186567
904,1679939664.8397386
905,1679939664.8398938
906,1679939664.859956
907,1679939664.8600712
908,1679939664.8810797
909,1679939664.8812275
910,1679939664.9002316
911,1679939664.9004247
912,1679939664.9209137
913,1679939664.9210289
914,1679939664.941928
915,1679939664.9420676
916,1679939664.9688427
917,1679939664.9690104
918,1679939664.9691176
919,1679939664.9889965
920,1679939664.9891365
921,1679939665.9014947
922,1679939665.9171176
923,1679939665.212981
924,1679939665.2144485
925,1679939665.4888988
926,1679939665.4902296
927,1679939665.491294
928,1679939665.6879933
929,1679939665.689781
930,1679939665.8975372
931,1679939665.8987577
932,1679939665.1108065
933,1679939665.1109612
934,1679939665.1295784
935,1679939665.129732
936,1679939665.1527076
937,1679939665.1528156
938,1679939665.1710627
939,1679939665.1712043
940,1679939665.192018
941,1679939665.192134
942,1679939665.2197344
943,1679939665.2334058
944,1679939665.234866
945,1679939665.2494273
946,1679939665.2495112
947,1679939665.2514677
948,1679939665.2515292
949,1679939665.2869492
950,1679939665.287618
951,1679939665.2994764
952,1679939665.2995548
953,1679939665.299595
954,1679939665.3197472
955,1679939665.319903
956,1679939665.3403642
957,1679939665.340485
958,1679939665.3617325
959,1679939665.3619747
960,1679939665.3827016
961,1679939665.3829627
962,1679939665.4011872
963,1679939665.401294
964,1679939665.4722762
965,1679939665.5790172
966,1679939665.5790849
967,1679939665.5797155
968,1679939665.5797656
969,1679939665.5911996
970,1679939665.5912733
971,1679939665.6102178
972,1679939665.6103055
973,1679939665.6348965
974,1679939665.6350129
975,1679939665.6509326
976,1679939665.6511111
977,1679939665.6718502
978,1679939665.6720996
979,1679939665.6922069
980,1679939665.6923225
981,1679939665.72101
982,1679939665.7211497
983,1679939665.7212665
984,1679939665.739503
985,1679939665.7396328
986,1679939665.7615414
987,1679939665.7616105
988,1679939665.7809577
989,1679939665.7810397
990,1679939665.8002553
991,1679939665.8003385
992,1679939665.8003728
993,1679939665.819939
994,1679939665.8200264
995,1679939665.840086
996,1679939665.840283
997,1679939665.860031
998,1679939665.8601484
999,1679939665.8806784
1000,1679939665.8822296
1001,1679939665.9010704
1002,1679939665.901213
1003,1679939665.925301
1004,1679939665.9299912
1005,1679939665.952535
1006,1679939665.9526548
1007,1679939665.9528434
1008,1679939665.9695635
1009,1679939665.9696968
1010,1679939665.9901035
1011,1679939665.9902291
1012,1679939666.5171323
1013,1679939666.5275648
1014,1679939666.221621
1015,1679939666.2228944
1016,1679939666.4964647
1017,1679939666.4976962
1018,1679939666.4987352
1019,1679939666.7005837
1020,1679939666.7018182
1021,1679939666.9525404
1022,1679939666.953667
1023,1679939666.1165032
1024,1679939666.1167142
1025,1679939666.1310165
1026,1679939666.1311216
1027,1679939666.1511471
1028,1679939666.1512718
1029,1679939666.1714315
1030,1679939666.1715534
1031,1679939666.200666
1032,1679939666.200812
1033,1679939666.20093
1034,1679939666.22604
1035,1679939666.2261467
1036,1679939666.2403207
1037,1679939666.2407885
1038,1679939666.252231
1039,1679939666.2523365
1040,1679939666.2771864
1041,1679939666.2774212
1042,1679939666.29903
1043,1679939666.299145
1044,1679939666.2992508
1045,1679939666.3203332
1046,1679939666.320485
1047,1679939666.3415048
1048,1679939666.3416228
1049,1679939666.360054
1050,1679939666.3602023
1051,1679939666.3827083
1052,1679939666.382835
1053,1679939666.4007576
1054,1679939666.400878
1055,1679939666.4222488
1056,1679939666.4224718
1057,1679939666.4487123
1058,1679939666.448912
1059,1679939666.4490085
1060,1679939666.4700496
1061,1679939666.4701548
1062,1679939666.491449
1063,1679939666.491562
1064,1679939666.5095117
1065,1679939666.50963
1066,1679939666.5256348
1067,1679939666.5257976
1068,1679939666.5259266
1069,1679939666.5641627
1070,1679939666.5642595
1071,1679939666.5713203
1072,1679939666.571428
1073,1679939666.5902076
1074,1679939666.5903132
1075,1679939666.6103384
1076,1679939666.6104083
1077,1679939666.6342444
1078,1679939666.6343343
1079,1679939666.651204
1080,1679939666.6519804
1081,1679939666.6710043
1082,1679939666.6710892
1083,1679939666.7016835
1084,1679939666.701776
1085,1679939666.7018197
1086,1679939666.719668
1087,1679939666.719758
1088,1679939666.7394953
1089,1679939666.7395847
1090,1679939666.7600713
1091,1679939666.7601542
1092,1679939666.7813778
1093,1679939666.781443
1094,1679939666.7814867
1095,1679939666.8002207
1096,1679939666.800332
1097,1679939666.8190372
1098,1679939666.8191469
1099,1679939666.840237
1100,1679939666.8403432
1101,1679939666.8609328
1102,1679939666.8610668
1103,1679939666.881065
1104,1679939666.8811932
1105,1679939666.9016032
1106,1679939666.901703
1107,1679939666.926572
1108,1679939666.926714
1109,1679939666.9497993
1110,1679939666.9499009
1111,1679939666.9499905
1112,1679939666.9695208
1113,1679939666.9696405
1114,1679939666.9912546
1115,1679939666.9913568
1116,1679939667.105837
1117,1679939667.1069093
1118,1679939667.290301
1119,1679939667.2915132
1120,1679939667.2918828
1121,1679939667.4921331
1122,1679939667.4932663
1123,1679939667.6992445
1124,1679939667.7002394
1125,1679939667.9015608
1126,1679939667.902676
1127,1679939667.1103735
1128,1679939667.110479
1129,1679939667.130622
1130,1679939667.1308591
1131,1679939667.1556375
1132,1679939667.1586008
1133,1679939667.1734295
1134,1679939667.1735897
1135,1679939667.1995673
1136,1679939667.1996808
1137,1679939667.1997845
1138,1679939667.2200773
1139,1679939667.220265
1140,1679939667.2334683
1141,1679939667.2335489
1142,1679939667.2519398
1143,1679939667.2520611
1144,1679939667.278643
1145,1679939667.278758
1146,1679939667.2788572
1147,1679939667.3000464
1148,1679939667.300303
1149,1679939667.3203278
1150,1679939667.320414
1151,1679939667.3395617
1152,1679939667.3396907
1153,1679939667.3600671
1154,1679939667.3601928
1155,1679939667.3810844
1156,1679939667.3812344
1157,1679939667.4011984
1158,1679939667.4013832
1159,1679939667.4205503
1160,1679939667.4208148
1161,1679939667.44937
1162,1679939667.4495409
1163,1679939667.4496596
1164,1679939667.4699683
1165,1679939667.470098
1166,1679939667.4861877
1167,1679939667.4863331
1168,1679939667.5011437
1169,1679939667.5013149
1170,1679939667.5292313
1171,1679939667.529369
1172,1679939667.5294492
1173,1679939667.5495734
1174,1679939667.5496864
1175,1679939667.569142
1176,1679939667.5692525
1177,1679939667.589982
1178,1679939667.5901356
1179,1679939667.6102865
1180,1679939667.610416
1181,1679939667.6317296
1182,1679939667.6318357
1183,1679939667.6508727
1184,1679939667.6511164
1185,1679939667.6710696
1186,1679939667.6711884
1187,1679939667.6991708
1188,1679939667.6997187
1189,1679939667.69978
1190,1679939667.7192612
1191,1679939667.7193732
1192,1679939667.740348
1193,1679939667.740468
1194,1679939667.7605855
1195,1679939667.760696
1196,1679939667.780008
1197,1679939667.7801633
1198,1679939667.7802076
1199,1679939667.7993813
1200,1679939667.7994611
1201,1679939667.8191605
1202,1679939667.8194375
1203,1679939667.8408024
1204,1679939667.8409257
1205,1679939667.8609984
1206,1679939667.8611052
1207,1679939667.8805385
1208,1679939667.8806908
1209,1679939667.9017153
1210,1679939667.9018438
1211,1679939667.945732
1212,1679939667.946258
1213,1679939667.946346
1214,1679939667.951298
1215,1679939667.9513748
1216,1679939667.9694717
1217,1679939667.969574
1218,1679939667.9902103
1219,1679939667.9905198
1220,1679939668.3179245
1221,1679939668.3254187
1222,1679939668.2948942
1223,1679939668.29618
1224,1679939668.296587
1225,1679939668.489042
1226,1679939668.4900477
1227,1679939668.696385
1228,1679939668.6978168
1229,1679939668.9202273
1230,1679939668.921626
1231,1679939668.1102407
1232,1679939668.1103656
1233,1679939668.130618
1234,1679939668.1307204
1235,1679939668.1510098
1236,1679939668.1511147
1237,1679939668.1786706
1238,1679939668.1787815
1239,1679939668.1788805
1240,1679939668.1991136
1241,1679939668.199252
1242,1679939668.2201436
1243,1679939668.220272
1244,1679939668.2325988
1245,1679939668.2327733
1246,1679939668.2518094
1247,1679939668.2519913
1248,1679939668.2788584
1249,1679939668.2790203
1250,1679939668.279142
1251,1679939668.299172
1252,1679939668.2992911
1253,1679939668.3207967
1254,1679939668.3209455
1255,1679939668.3403845
1256,1679939668.3406732
1257,1679939668.3602753
1258,1679939668.3603995
1259,1679939668.3814583
1260,1679939668.3816128
1261,1679939668.4011776
1262,1679939668.40132
1263,1679939668.431533
1264,1679939668.4316485
1265,1679939668.4317377
1266,1679939668.449261
1267,1679939668.4493818
1268,1679939668.470646
1269,1679939668.4707668
1270,1679939668.4896696
1271,1679939668.4898305
1272,1679939668.502339
1273,1679939668.502473
1274,1679939668.530151
1275,1679939668.5302663
1276,1679939668.5303748
1277,1679939668.5504408
